,Unnamed: 0,Year,BEV sales,PHEV sales,Total,Gasoline Price,Median Income,Population,Renewable Energy Use,Total Energy Use,Transportation Energy Use,Stations Opened,Lithium Price
80,10,2011,2,91,93,3.496,31766,5705840,208301,68612,420456,27.0,946
81,21,2012,98,538,636,3.566,33308,5720825,199588,68820,418959,45.0,744
82,32,2013,207,416,623,3.468,31133,5738012,206192,69124,416071,15.0,684
83,43,2014,191,435,626,3.303,30711,5753199,216236,69495,445797,38.0,606
84,54,2015,693,290,983,2.339,29123,5762927,223327,68699,440631,50.0,393
85,65,2016,1317,461,1778,2.056,29575,5775170,223484,69736,437596,23.0,302
86,76,2017,912,664,1576,2.311,26369,5793147,223178,69079,431285,21.0,226
87,87,2018,1168,788,1956,2.596,26430,5809319,230846,70960,456953,28.0,185
