,Unnamed: 0,Year,BEV sales,PHEV sales,Total,Gasoline Price,Median Income,Population,Renewable Energy Use,Total Energy Use,Transportation Energy Use,Stations Opened,Lithium Price
8,3,2011,2,47,49,3.496,28663,3066772,668883,45655,307194,18.0,946
9,14,2012,49,292,341,3.566,28743,3076844,677166,45709,291495,12.0,744
10,25,2013,81,238,319,3.468,28553,3093935,703984,46705,296967,3.0,684
11,36,2014,64,169,233,3.303,27288,3110643,724522,47202,307946,5.0,606
12,47,2015,62,165,227,2.339,26265,3122541,762986,47147,299690,15.0,393
13,58,2016,80,200,280,2.056,24305,3133210,796545,48431,316329,13.0,302
14,69,2017,133,300,433,2.311,22190,3143734,830271,48922,301406,13.0,226
15,80,2018,483,434,917,2.596,22459,3149900,857377,51211,304162,18.0,185
