,Unnamed: 0,Year,BEV sales,PHEV sales,Total,Gasoline Price,Median Income,Population,Renewable Energy Use,Total Energy Use,Transportation Energy Use,Stations Opened,Lithium Price
24,2,2011,5,89,94,3.496,29475,6517250,222942,105818,581270,5.0,946
25,13,2012,90,278,368,3.566,28530,6538989,197464,105173,569694,38.0,744
26,24,2013,204,344,548,3.468,27089,6570575,213409,105487,596864,12.0,684
27,35,2014,288,409,697,3.303,26928,6596019,226334,106943,609528,15.0,606
28,46,2015,245,455,700,2.339,25898,6611442,241104,104515,611804,15.0,393
29,57,2016,275,396,671,2.056,26293,6637898,255972,103705,609662,21.0,302
30,68,2017,437,496,933,2.311,22519,6662068,258568,98966,584850,22.0,226
31,79,2018,1367,669,2036,2.596,22728,6698481,268948,104194,574822,43.0,185
